id,classgrp,grpa,grpb,grpc,grpd,grpe,grpf,grpg,grph,grpi,grpj,grpk,grpl,grpm,grpn,grpo,grp1a,grp1b,grp1c,grp1d,grp1e,grp1f,grp1g,grp1h,grp1i,grp1j,grp1k,grp1l,grp1m,grp1n,grp1o,grp2a,grp2b,grp2c,grp2d,grp2e,grp2f,grp2g,grp2h,grp2i,grp2j,grp2k,grp2l,grp2m,grp2n,grp2o,grp3a,grp3b,grp3c,grp3d,grp3e,grp3f,grp3g,grp3h,grp3i,grp3j,grp3k,grp3l,grp3m,grp3n,grp3o,grp4a,grp4b,grp4c,grp4d,grp4e,grp4f,grp4g,grp4h,grp4i,grp4j,grp4k,grp4l,grp4m,grp4n,grp4o,classid
5040420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040422,,,,,,,,,,,,,,,,,5040411,5040445,5040439,5040438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040423,1,5040403,5040427,5040432,5040408,,,,,,,,,,,,5040431,5040403,5040401,5040414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040424,,,,,,,,,,,,,,,,,5040416,,,,,,,,,,,,,,,5040457,5040435,,,,,,,,,,,,,,5040433,5040429,,,,,,,,,,,,,,5040440,5040416,5040418,,,,,,,,,,,,,50404
5040425,,,,,,,,,,,,,,,,,5040406,,,,,,,,,,,,,,,5040428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040426,,,,,,,,,,,,,,,,,5040429,5040404,5040413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040427,1,5040437,5040435,5040416,5040432,5040408,5040423,,,,,,,,,,5040437,5040435,5040416,5040427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040428,1,5040452,5040453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040452,5040453,,,,,,,,,,,,,,5040424,5040406,5040443,,,,,,,,,,,,,50404
5040430,,,,,,,,,,,,,,,,,5040430,5040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040431,,5040410,5040426,5040453,,,,,,,,,,,,,5040432,5040437,,,,,,,,,,,,,,5040427,5040432,,,,,,,,,,,,,,5040408,5040427,,,,,,,,,,,,,,5040412,5040444,,,,,,,,,,,,,,50404
5040432,,,,,,,,,,,,,,,,,5040427,5040411,5040445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040433,1,5040425,5040406,5040442,,,,,,,,,,,,,5040425,5040433,5040406,5040424,,,,,,,,,,,,5040433,5040416,5040435,5040437,5040451,,,,,,,,,,,5040429,5040413,5040404,,,,,,,,,,,,,5040432,5040437,5040411,,,,,,,,,,,,,50404
5040434,,5040411,,,,,,,,,,,,,,,5040435,5040416,5040437,5040427,,,,,,,,,,,,5040435,5040451,5040416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040435,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040436,1,5040404,5040425,,,,,,,,,,,,,,5040410,5040433,5040420,,,,,,,,,,,,,5040406,5040435,5040425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040437,1,5040416,5040427,5040435,,,,,,,,,,,,,5040451,5040448,5040432,5040437,,,,,,,,,,,,5040422,5040437,,,,,,,,,,,,,,5040451,5040448,5040432,5040437,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040438,1,5040411,5040439,,,,,,,,,,,,,,5040434,5040402,5040414,,,,,,,,,,,,,5040411,5040439,,,,,,,,,,,,,,5040445,,,,,,,,,,,,,,,5040432,,,,,,,,,,,,,,,50404
5040439,,5040445,5040402,5040411,5040434,5040409,,,,,,,,,,,5040445,5040402,5040434,5040411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040440,,,,,,,,,,,,,,,,,5040416,5040432,5040437,5040435,5040446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040444,,,,,,,,,,,,,,,,,5040415,5040437,5040447,5040405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040445,1,5040439,5040432,5040434,5040411,,,,,,,,,,,,5040439,5040438,,,,,,,,,,,,,,5040434,5040411,5040439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040446,1,,,,,,,,,,,,,,,,5040437,5040416,5040427,5040451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040447,1,5040415,5040437,,,,,,,,,,,,,,5040437,5040416,5040435,5040427,,,,,,,,,,,,5040437,5040416,5040448,5040451,5040435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040448,1,5040449,5040405,5040416,5040427,5040435,,,,,,,,,,,5040449,5040437,5040427,5040435,5040416,5040432,,,,,,,,,,5040411,5040445,5040449,5040422,5040438,5040439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040449,1,5040448,5040450,5040447,5040437,5040415,,,,,,,,,,,5040448,5040432,5040437,5040450,5040447,,,,,,,,,,,5040411,5040438,5040409,5040444,,,,,,,,,,,,5040411,5040439,5040438,5040434,,,,,,,,,,,,5040411,5040427,5040432,5040437,,,,,,,,,,,,50404
5040450,,5040441,5040449,5040437,5040448,5040427,,,,,,,,,,,5040441,5040449,5040427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040451,1,5040416,5040435,5040446,,,,,,,,,,,,,5040416,5040427,,,,,,,,,,,,,,5040404,5040436,,,,,,,,,,,,,,5040419,5040417,5040421,,,,,,,,,,,,,5040453,5040442,5040446,,,,,,,,,,,,,50404
5040452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040453,,5040441,5040442,5040425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5040454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50404
5050101,1,5050121,5050116,5050125,5050155,,,,,,,,,,,,5050121,5050116,5050129,,,,,,,,,,,,,5050133,5050140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050102,,5050104,5050106,5050128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050103,1,5050133,5050113,,,,,,,,,,,,,,5050103,5050133,5050113,,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,5050136,5050140,5050120,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050104,1,5050130,5050128,5050106,5050117,,,,,,,,,,,,5050112,5050110,5050134,,,,,,,,,,,,,5050130,5050117,5050143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050105,1,5050118,5050111,5050107,5050144,5050113,5050114,5050152,5050155,5050140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050106,,5050130,,,,,,,,,,,,,,,5050104,,,,,,,,,,,,,,,5050128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050107,1,5050113,5050146,,,,,,,,,,,,,,5050113,,,,,,,,,,,,,,,5050139,,,,,,,,,,,,,,,5050146,,,,,,,,,,,,,,,5050118,,,,,,,,,,,,,,,50501
5050108,1,5050140,5050150,,,,,,,,,,,,,,5050140,5050136,5050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050110,1,5050112,5050134,5050121,5050135,5050142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050111,1,5050145,5050146,5050141,5050139,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,5050108,5050140,5050141,5050136,,,,,,,,,,,,5050145,5050146,5050111,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050112,1,5050110,5050134,,,,,,,,,,,,,,5050121,5050116,5050148,5050115,,,,,,,,,,,,5050110,5050134,5050112,,,,,,,,,,,,,5050142,5050135,,,,,,,,,,,,,,5050140,5050120,5050139,,,,,,,,,,,,,50501
5050113,1,5050133,5050149,5050139,,,,,,,,,,,,,5050140,5050108,5050131,,,,,,,,,,,,,5050125,5050129,5050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050115,,5050148,5050129,5050124,5050116,5050155,,,,,,,,,,,5050148,5050155,5050124,5050129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050117,1,5050143,,,,,,,,,,,,,,,5050124,5050125,5050129,5050115,,,,,,,,,,,,5050104,5050106,5050102,5050128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050118,1,5050105,5050139,5050138,5050144,5050140,5050113,,,,,,,,,,5050125,5050115,5050129,5050148,5050116,,,,,,,,,,,5050140,5050150,5050139,5050123,,,,,,,,,,,,5050105,5050118,5050111,5050138,5050144,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050119,1,5050127,5050112,5050124,,,,,,,,,,,,,5050140,5050150,5050108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050120,1,5050123,5050140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050121,,,,,,,,,,,,,,,,,5050116,5050135,5050142,5050121,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,5050103,5050133,5050113,,,,,,,,,,,,,5050120,5050140,5050125,5050109,,,,,,,,,,,,50501
5050122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050124,1,5050129,5050116,5050115,5050125,5050148,5050119,,,,,,,,,,5050136,5050140,5050146,5050140,,,,,,,,,,,,5050150,5050140,5050108,,,,,,,,,,,,,5050142,5050121,5050135,,,,,,,,,,,,,5050134,5050110,5050112,,,,,,,,,,,,,50501
5050125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050126,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050127,,5050110,5050134,5050119,5050112,,,,,,,,,,,,5050129,5050101,5050124,,,,,,,,,,,,,5050142,5050116,5050135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050128,1,5050104,,,,,,,,,,,,,,,5050104,5050106,5050130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050129,1,5050116,5050121,5050101,5050124,5050125,5050155,5050115,5050116,5050108,5050140,5050133,,,,,5050116,5050101,5050124,5050125,5050121,5050115,5050148,,,,,,,,,5050140,5050108,5050133,5050139,5050136,5050154,,,,,,,,,,5050120,5050112,5050110,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050130,,5050110,5050112,5050106,5050127,5050117,5050143,,,,,,,,,,5050104,5050134,5050119,,,,,,,,,,,,,5050121,5050142,,,,,,,,,,,,,,5050124,5050129,5050148,5050116,5050115,5050101,,,,,,,,,,5050117,5050143,,,,,,,,,,,,,,50501
5050131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050132,1,5050123,,,,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,5050140,5050108,5050123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050133,,5050139,5050113,5050103,,,,,,,,,,,,,5050139,,,,,,,,,,,,,,,5050113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050134,1,5050112,5050110,5050103,5050133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050135,,5050142,5050116,5050121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050136,1,5050150,5050108,5050120,5050103,,,,,,,,,,,,5050136,5050108,5050141,5050150,5050133,,,,,,,,,,,5050136,5050108,5050150,5050140,5050141,5050133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050138,1,5050118,5050105,5050144,,,,,,,,,,,,,5050124,5050125,5050129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050140,,5050141,5050108,5050150,5050152,,,,,,,,,,,,5050152,5050105,5050155,5050120,5050123,,,,,,,,,,,5050108,5050150,5050141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050142,1,5050135,5050121,5050110,5050112,5050146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050143,1,5050117,5050116,5050104,5050135,5050142,5050148,,,,,,,,,,5050149,5050146,5050111,5050145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050145,1,5050111,5050146,5050149,,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,5050149,5050145,5050146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050146,1,5050150,5050145,5050149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050147,1,5050149,5050138,5050113,5050133,,,,,,,,,,,,5050115,5050148,5050116,5050121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050148,1,5050115,5050129,5050155,5050125,5050101,5050121,5050116,5050119,5050143,5050124,,,,,,5050148,5050115,,,,,,,,,,,,,,5050129,5050124,,,,,,,,,,,,,,5050101,5050125,,,,,,,,,,,,,,5050121,5050116,,,,,,,,,,,,,,50501
5050149,2,,,,,,,,,,,,,,,,5050110,5050112,5050134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050150,1,5050140,5050108,,,,,,,,,,,,,,5050114,5050122,,,,,,,,,,,,,,5050139,,,,,,,,,,,,,,,5050103,,,,,,,,,,,,,,,5050120,,,,,,,,,,,,,,,50501
5050151,1,,,,,,,,,,,,,,,,5050152,5050149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050152,1,5050105,5050149,5050140,5050151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050154,2,,,,,,,,,,,,,,,,5050109,5050140,5050131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50501
5050155,1,5050148,5050105,5050104,5050107,5050152,5050115,,,,,,,,,,5050111,5050145,5050141,5050108,5050140,5050114,,,,,,,,,,5050115,5050148,5050155,5050116,5050121,,,,,,,,,,,5050105,5050118,5050140,5050144,,,,,,,,,,,,5050104,5050143,5050117,5050106,5050128,,,,,,,,,,,50501
5050201,1,5050205,5050250,5050203,5050204,5050236,5050252,5050211,5050224,5050220,5050249,,,,,,5050208,5050223,5050226,5050251,5050225,5050231,,,,,,,,,,5050243,5050245,5050226,5050231,,,,,,,,,,,,5050233,5050232,5050253,5050247,5050208,5050223,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050202,1,5050232,5050240,5050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050203,1,5050201,5050204,,,,,,,,,,,,,,5050204,5050201,5050256,5050224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050204,1,5050201,5050239,5050203,5050250,5050205,5050211,5050241,,,,,,,,,5050204,5050231,5050241,5050203,5050212,,,,,,,,,,,5050224,5050230,5050207,5050206,5050211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050205,1,5050239,5050201,5050246,,,,,,,,,,,,,5050204,5050203,5050201,5050250,5050239,5050236,,,,,,,,,,5050208,5050225,5050223,5050233,5050244,5050251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050207,1,5050201,5050250,5050211,5050205,5050204,,,,,,,,,,,5050208,,,,,,,,,,,,,,,5050223,,,,,,,,,,,,,,,5050235,,,,,,,,,,,,,,,5050236,,,,,,,,,,,,,,,50502
5050208,1,5050223,5050225,5050232,5050233,,,,,,,,,,,,5050223,5050225,5050232,5050233,,,,,,,,,,,,5050223,5050253,5050225,,,,,,,,,,,,,5050229,5050240,5050216,,,,,,,,,,,,,5050243,5050245,5050226,,,,,,,,,,,,,50502
5050209,1,5050253,5050251,,,,,,,,,,,,,,5050234,5050238,5050208,5050205,,,,,,,,,,,,5050232,5050210,5050223,,,,,,,,,,,,,5050210,5050240,5050244,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050210,1,5050244,5050202,5050240,5050229,,,,,,,,,,,,5050208,5050233,5050223,,,,,,,,,,,,,5050247,5050232,,,,,,,,,,,,,,5050220,5050222,5050224,,,,,,,,,,,,,5050231,5050212,,,,,,,,,,,,,,50502
5050211,1,5050241,5050204,5050250,5050224,,,,,,,,,,,,5050224,5050249,5050205,5050203,5050204,5050201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050212,1,5050244,5050231,,,,,,,,,,,,,,5050201,5050250,5050239,5050205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050215,2,5050256,5050228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050216,1,5050210,5050202,5050240,5050202,5050244,5050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050217,1,5050214,5050237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050218,1,5050248,5050244,5050210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050219,2,,,,,,,,,,,,,,,,5050250,5050205,,,,,,,,,,,,,,5050205,5050239,,,,,,,,,,,,,,5050257,5050252,,,,,,,,,,,,,,5050223,5050208,,,,,,,,,,,,,,50502
5050220,1,5050205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050223,2,,,,,,,,,,,,,,,,5050201,5050205,5050250,5050211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050224,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050204,5050241,,,,,,,,,,,,,,5050247,5050232,,,,,,,,,,,,,,50502
5050225,1,5050251,5050223,5050208,5050243,5050226,,,,,,,,,,,5050223,5050208,,,,,,,,,,,,,,5050231,5050227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050226,1,5050225,5050243,5050245,5050251,5050231,5050238,5050248,5050244,5050223,5050253,,,,,,5050243,5050225,5050231,5050226,5050245,5050253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050227,1,5050253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050228,1,5050256,5050215,5050213,5050246,5050205,5050250,5050239,5050204,5050211,5050257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050229,1,5050210,,,,,,,,,,,,,,,5050210,5050240,5050229,5050202,5050244,,,,,,,,,,,5050208,5050223,5050233,,,,,,,,,,,,,5050247,5050232,,,,,,,,,,,,,,5050201,5050250,5050205,,,,,,,,,,,,,50502
5050230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050231,1,5050238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050232,1,5050247,5050233,5050253,5050208,5050202,,,,,,,,,,,5050208,5050223,5050233,5050225,5050247,5050232,,,,,,,,,,5050202,5050240,5050216,5050210,5050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050233,1,5050253,5050232,5050208,5050219,5050238,,,,,,,,,,,5050250,5050201,5050205,5050239,,,,,,,,,,,,5050208,5050223,5050225,5050251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050234,1,5050248,,,,,,,,,,,,,,,5050208,5050223,,,,,,,,,,,,,,5050225,5050251,,,,,,,,,,,,,,5050232,5050247,,,,,,,,,,,,,,5050212,5050244,,,,,,,,,,,,,,50502
5050235,1,5050257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050236,1,5050201,5050203,5050204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050237,1,5050224,5050217,5050214,,,,,,,,,,,,,5050224,,,,,,,,,,,,,,,5050217,,,,,,,,,,,,,,,5050214,,,,,,,,,,,,,,,5050250,,,,,,,,,,,,,,,50502
5050238,1,5050219,5050209,5050233,5050232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050240,1,5050202,5050229,5050216,5050210,5050244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050241,,,,,,,,,,,,,,,,,5050204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50502
5050242,6,5050217,5050221,5050236,,,,,,,,,,,,,5050214,5050241,5050246,5050256,,,,,,,,,,,,5050254,5050250,5050211,5050213,,,,,,,,,,,,5050205,5050228,5050218,5050224,,,,,,,,,,,,5050250,5050218,5050213,5050220,5050215,,,,,,,,,,,50502
